ID,Site Num,Date Local,NO2 Units,NO2 MEAN,O3 Units,O3 MEAN
2013-1291,1103,7/5/2013,Parts per billion,14.985,Parts per million,0.018429
2013-1292,1103,7/5/2013,Parts per billion,14.985,Parts per million,0.018429
2013-1293,1103,7/5/2013,Parts per billion,14.985,Parts per million,0.018429
2013-1294,1103,7/5/2013,Parts per billion,14.985,Parts per million,0.018429
2013-1295,1103,7/5/2013,Parts per billion,14.985,Parts per million,0.018429
2013-1296,1103,7/5/2013,Parts per billion,14.985,Parts per million,0.018429
2013-1297,1103,7/6/2013,Parts per billion,13.331818,Parts per million,0.024542
2013-1298,1103,7/6/2013,Parts per billion,13.331818,Parts per million,0.024542
2013-1299,1103,7/6/2013,Parts per billion,13.331818,Parts per million,0.024542
2013-1300,1103,7/6/2013,Parts per billion,13.331818,Parts per million,0.024542
2013-1301,1103,7/6/2013,Parts per billion,13.331818,Parts per million,0.024542
2013-1302,1103,7/6/2013,Parts per billion,13.331818,Parts per million,0.024542
2013-1303,1103,7/6/2013,Parts per billion,13.331818,Parts per million,0.024542
2013-1304,1103,7/6/2013,Parts per billion,13.331818,Parts per million,0.024542
2013-1305,1103,7/7/2013,Parts per billion,10.545455,Parts per million,0.026375
2013-1306,1103,7/7/2013,Parts per billion,10.545455,Parts per million,0.026375
2013-1307,1103,7/7/2013,Parts per billion,10.545455,Parts per million,0.026375
2013-1308,1103,7/7/2013,Parts per billion,10.545455,Parts per million,0.026375
2013-1309,1103,7/7/2013,Parts per billion,10.545455,Parts per million,0.026375
2013-1310,1103,7/7/2013,Parts per billion,10.545455,Parts per million,0.026375
2013-1311,1103,7/7/2013,Parts per billion,10.545455,Parts per million,0.026375
2013-1312,1103,7/7/2013,Parts per billion,10.545455,Parts per million,0.026375
2013-1313,1103,7/8/2013,Parts per billion,23.277273,Parts per million,0.018542
2013-1314,1103,7/8/2013,Parts per billion,23.277273,Parts per million,0.018542
2013-1315,1103,7/8/2013,Parts per billion,23.277273,Parts per million,0.018542
2013-1316,1103,7/8/2013,Parts per billion,23.277273,Parts per million,0.018542
2013-1317,1103,7/8/2013,Parts per billion,23.277273,Parts per million,0.018542
2013-1318,1103,7/8/2013,Parts per billion,23.277273,Parts per million,0.018542
2013-1319,1103,7/8/2013,Parts per billion,23.277273,Parts per million,0.018542
2013-1320,1103,7/8/2013,Parts per billion,23.277273,Parts per million,0.018542
2013-1321,1103,7/9/2013,Parts per billion,28.37,Parts per million,0.023476
2013-1322,1103,7/9/2013,Parts per billion,28.37,Parts per million,0.023476
2013-1323,1103,7/9/2013,Parts per billion,28.37,Parts per million,0.023476
2013-1324,1103,7/9/2013,Parts per billion,28.37,Parts per million,0.023476
2013-1325,1103,7/9/2013,Parts per billion,28.37,Parts per million,0.023476
2013-1326,1103,7/9/2013,Parts per billion,28.37,Parts per million,0.023476
2013-1327,1103,7/9/2013,Parts per billion,28.37,Parts per million,0.023476
2013-1328,1103,7/9/2013,Parts per billion,28.37,Parts per million,0.023476
2013-1329,1103,7/10/2013,Parts per billion,29.021739,Parts per million,0.011417
2013-1330,1103,7/10/2013,Parts per billion,29.021739,Parts per million,0.011417
2013-1331,1103,7/10/2013,Parts per billion,29.021739,Parts per million,0.011417
2013-1332,1103,7/10/2013,Parts per billion,29.021739,Parts per million,0.011417
2013-1333,1103,7/10/2013,Parts per billion,29.021739,Parts per million,0.011417
2013-1334,1103,7/10/2013,Parts per billion,29.021739,Parts per million,0.011417
2013-1335,1103,7/10/2013,Parts per billion,29.021739,Parts per million,0.011417
2013-1336,1103,7/10/2013,Parts per billion,29.021739,Parts per million,0.011417
2013-1337,1103,7/11/2013,Parts per billion,28.009091,Parts per million,0.006333
2013-1338,1103,7/11/2013,Parts per billion,28.009091,Parts per million,0.006333
2013-1339,1103,7/11/2013,Parts per billion,28.009091,Parts per million,0.006333
2013-1340,1103,7/11/2013,Parts per billion,28.009091,Parts per million,0.006333
2013-1341,1103,7/11/2013,Parts per billion,28.009091,Parts per million,0.006333
2013-1342,1103,7/11/2013,Parts per billion,28.009091,Parts per million,0.006333
2013-1343,1103,7/11/2013,Parts per billion,28.009091,Parts per million,0.006333
2013-1344,1103,7/11/2013,Parts per billion,28.009091,Parts per million,0.006333
2013-1345,1103,7/12/2013,Parts per billion,21.34,Parts per million,0.014588
2013-1346,1103,7/12/2013,Parts per billion,21.34,Parts per million,0.014588
2013-1347,1103,7/12/2013,Parts per billion,21.34,Parts per million,0.014588
2013-1348,1103,7/12/2013,Parts per billion,21.34,Parts per million,0.014588
2013-1349,1103,7/12/2013,Parts per billion,21.34,Parts per million,0.014588
2013-1350,1103,7/12/2013,Parts per billion,21.34,Parts per million,0.014588
2013-1351,1103,7/12/2013,Parts per billion,21.34,Parts per million,0.014588
2013-1352,1103,7/12/2013,Parts per billion,21.34,Parts per million,0.014588
2013-1353,1103,7/13/2013,Parts per billion,18.890909,Parts per million,0.023958
2013-1354,1103,7/13/2013,Parts per billion,18.890909,Parts per million,0.023958
2013-1355,1103,7/13/2013,Parts per billion,18.890909,Parts per million,0.023958
2013-1356,1103,7/13/2013,Parts per billion,18.890909,Parts per million,0.023958
2013-1357,1103,7/13/2013,Parts per billion,18.890909,Parts per million,0.023958
2013-1358,1103,7/13/2013,Parts per billion,18.890909,Parts per million,0.023958
2013-1359,1103,7/13/2013,Parts per billion,18.890909,Parts per million,0.023958
2013-1360,1103,7/13/2013,Parts per billion,18.890909,Parts per million,0.023958
2013-1361,1103,7/14/2013,Parts per billion,18.572727,Parts per million,0.027542
2013-1362,1103,7/14/2013,Parts per billion,18.572727,Parts per million,0.027542
2013-1363,1103,7/14/2013,Parts per billion,18.572727,Parts per million,0.027542
2013-1364,1103,7/14/2013,Parts per billion,18.572727,Parts per million,0.027542
2013-1365,1103,7/14/2013,Parts per billion,18.572727,Parts per million,0.027542
2013-1366,1103,7/14/2013,Parts per billion,18.572727,Parts per million,0.027542
2013-1367,1103,7/14/2013,Parts per billion,18.572727,Parts per million,0.027542
2013-1368,1103,7/14/2013,Parts per billion,18.572727,Parts per million,0.027542
2013-1369,1103,7/15/2013,Parts per billion,17.314286,Parts per million,0.0209
2013-1370,1103,7/15/2013,Parts per billion,17.314286,Parts per million,0.0209
2013-1371,1103,7/15/2013,Parts per billion,17.314286,Parts per million,0.0209
2013-1372,1103,7/15/2013,Parts per billion,17.314286,Parts per million,0.0209
2013-1373,1103,7/15/2013,Parts per billion,17.314286,Parts per million,0.0209
2013-1374,1103,7/15/2013,Parts per billion,17.314286,Parts per million,0.0209
2013-1375,1103,7/15/2013,Parts per billion,17.314286,Parts per million,0.0209
2013-1376,1103,7/15/2013,Parts per billion,17.314286,Parts per million,0.0209
2013-1377,1103,7/16/2013,Parts per billion,17.057143,Parts per million,0.017667
2013-1378,1103,7/16/2013,Parts per billion,17.057143,Parts per million,0.017667
2013-1379,1103,7/16/2013,Parts per billion,17.057143,Parts per million,0.017667
2013-1380,1103,7/16/2013,Parts per billion,17.057143,Parts per million,0.017667
2013-1381,1103,7/16/2013,Parts per billion,17.057143,Parts per million,0.017667
2013-1382,1103,7/16/2013,Parts per billion,17.057143,Parts per million,0.017667
2013-1383,1103,7/16/2013,Parts per billion,17.057143,Parts per million,0.017667
2013-1384,1103,7/16/2013,Parts per billion,17.057143,Parts per million,0.017667
2013-1385,1103,7/17/2013,Parts per billion,23.8,Parts per million,0.021667
2013-1386,1103,7/17/2013,Parts per billion,23.8,Parts per million,0.021667
2013-1387,1103,7/17/2013,Parts per billion,23.8,Parts per million,0.021667
2013-1388,1103,7/17/2013,Parts per billion,23.8,Parts per million,0.021667
2013-1389,1103,7/17/2013,Parts per billion,23.8,Parts per million,0.021667
2013-1390,1103,7/17/2013,Parts per billion,23.8,Parts per million,0.021667
2013-1391,1103,7/17/2013,Parts per billion,23.8,Parts per million,0.021667
2013-1392,1103,7/17/2013,Parts per billion,23.8,Parts per million,0.021667
2013-1393,1103,7/18/2013,Parts per billion,23.561111,Parts per million,0.015588
2013-1394,1103,7/18/2013,Parts per billion,23.561111,Parts per million,0.015588
2013-1395,1103,7/18/2013,Parts per billion,23.561111,Parts per million,0.015588
2013-1396,1103,7/18/2013,Parts per billion,23.561111,Parts per million,0.015588
2013-1397,1103,7/18/2013,Parts per billion,23.561111,Parts per million,0.015588
2013-1398,1103,7/18/2013,Parts per billion,23.561111,Parts per million,0.015588
2013-1399,1103,7/18/2013,Parts per billion,23.561111,Parts per million,0.015588
2013-1400,1103,7/18/2013,Parts per billion,23.561111,Parts per million,0.015588
2013-1401,1103,7/19/2013,Parts per billion,22.190909,Parts per million,0.022167
2013-1402,1103,7/19/2013,Parts per billion,22.190909,Parts per million,0.022167
2013-1403,1103,7/19/2013,Parts per billion,22.190909,Parts per million,0.022167
2013-1404,1103,7/19/2013,Parts per billion,22.190909,Parts per million,0.022167
2013-1405,1103,7/19/2013,Parts per billion,22.190909,Parts per million,0.022167
2013-1406,1103,7/19/2013,Parts per billion,22.190909,Parts per million,0.022167
2013-1407,1103,7/19/2013,Parts per billion,22.190909,Parts per million,0.022167
2013-1408,1103,7/19/2013,Parts per billion,22.190909,Parts per million,0.022167
2013-1409,1103,7/20/2013,Parts per billion,12.422727,Parts per million,0.024875
2013-1410,1103,7/20/2013,Parts per billion,12.422727,Parts per million,0.024875
2013-1411,1103,7/20/2013,Parts per billion,12.422727,Parts per million,0.024875
2013-1412,1103,7/20/2013,Parts per billion,12.422727,Parts per million,0.024875
2013-1413,1103,7/20/2013,Parts per billion,12.422727,Parts per million,0.024875
2013-1414,1103,7/20/2013,Parts per billion,12.422727,Parts per million,0.024875
2013-1415,1103,7/20/2013,Parts per billion,12.422727,Parts per million,0.024875
2013-1416,1103,7/20/2013,Parts per billion,12.422727,Parts per million,0.024875
2013-1417,1103,7/21/2013,Parts per billion,13.736364,Parts per million,0.016417
2013-1418,1103,7/21/2013,Parts per billion,13.736364,Parts per million,0.016417
2013-1419,1103,7/21/2013,Parts per billion,13.736364,Parts per million,0.016417
2013-1420,1103,7/21/2013,Parts per billion,13.736364,Parts per million,0.016417
2013-1421,1103,7/21/2013,Parts per billion,13.736364,Parts per million,0.016417
2013-1422,1103,7/21/2013,Parts per billion,13.736364,Parts per million,0.016417
2013-1423,1103,7/21/2013,Parts per billion,13.736364,Parts per million,0.016417
2013-1424,1103,7/21/2013,Parts per billion,13.736364,Parts per million,0.016417
2013-1425,1103,7/22/2013,Parts per billion,12.536364,Parts per million,0.021958
2013-1426,1103,7/22/2013,Parts per billion,12.536364,Parts per million,0.021958
2013-1427,1103,7/22/2013,Parts per billion,12.536364,Parts per million,0.021958
2013-1428,1103,7/22/2013,Parts per billion,12.536364,Parts per million,0.021958
2013-1429,1103,7/22/2013,Parts per billion,12.536364,Parts per million,0.021958
2013-1430,1103,7/22/2013,Parts per billion,12.536364,Parts per million,0.021958
2013-1431,1103,7/22/2013,Parts per billion,12.536364,Parts per million,0.021958
2013-1432,1103,7/22/2013,Parts per billion,12.536364,Parts per million,0.021958
2013-1433,1103,7/23/2013,Parts per billion,8.43125,Parts per million,0.0173
2013-1434,1103,7/23/2013,Parts per billion,8.43125,Parts per million,0.0173
2013-1435,1103,7/23/2013,Parts per billion,8.43125,Parts per million,0.0173
2013-1436,1103,7/23/2013,Parts per billion,8.43125,Parts per million,0.0173
2013-1437,1103,7/23/2013,Parts per billion,8.43125,Parts per million,0.0173
2013-1438,1103,7/23/2013,Parts per billion,8.43125,Parts per million,0.0173
2013-1439,1103,7/23/2013,Parts per billion,8.43125,Parts per million,0.0173
2013-1440,1103,7/23/2013,Parts per billion,8.43125,Parts per million,0.0173
2013-1441,1103,7/24/2013,Parts per billion,9.96,Parts per million,0.022737
2013-1442,1103,7/24/2013,Parts per billion,9.96,Parts per million,0.022737
2013-1443,1103,7/24/2013,Parts per billion,9.96,Parts per million,0.022737
2013-1444,1103,7/24/2013,Parts per billion,9.96,Parts per million,0.022737
2013-1445,1103,7/25/2013,Parts per billion,12.9,Parts per million,0.018783
2013-1446,1103,7/25/2013,Parts per billion,12.9,Parts per million,0.018783
2013-1447,1103,7/25/2013,Parts per billion,12.9,Parts per million,0.018783
2013-1448,1103,7/25/2013,Parts per billion,12.9,Parts per million,0.018783
2013-1449,1103,7/25/2013,Parts per billion,12.9,Parts per million,0.018783
2013-1450,1103,7/25/2013,Parts per billion,12.9,Parts per million,0.018783
2013-1451,1103,7/25/2013,Parts per billion,12.9,Parts per million,0.018783
2013-1452,1103,7/25/2013,Parts per billion,12.9,Parts per million,0.018783
2013-1453,1103,7/26/2013,Parts per billion,19.8,Parts per million,0.01985
2013-1454,1103,7/26/2013,Parts per billion,19.8,Parts per million,0.01985
2013-1455,1103,7/26/2013,Parts per billion,19.8,Parts per million,0.01985
2013-1456,1103,7/26/2013,Parts per billion,19.8,Parts per million,0.01985
2013-1457,1103,7/26/2013,Parts per billion,19.8,Parts per million,0.01985
2013-1458,1103,7/26/2013,Parts per billion,19.8,Parts per million,0.01985
2013-1459,1103,7/26/2013,Parts per billion,19.8,Parts per million,0.01985
2013-1460,1103,7/26/2013,Parts per billion,19.8,Parts per million,0.01985
2013-1461,1103,7/27/2013,Parts per billion,14.109091,Parts per million,0.029
2013-1462,1103,7/27/2013,Parts per billion,14.109091,Parts per million,0.029
2013-1463,1103,7/27/2013,Parts per billion,14.109091,Parts per million,0.029
2013-1464,1103,7/27/2013,Parts per billion,14.109091,Parts per million,0.029
2013-1465,1103,7/27/2013,Parts per billion,14.109091,Parts per million,0.029
2013-1466,1103,7/27/2013,Parts per billion,14.109091,Parts per million,0.029
2013-1467,1103,7/27/2013,Parts per billion,14.109091,Parts per million,0.029
2013-1468,1103,7/27/2013,Parts per billion,14.109091,Parts per million,0.029
2013-1469,1103,7/28/2013,Parts per billion,9.477273,Parts per million,0.033792
2013-1470,1103,7/28/2013,Parts per billion,9.477273,Parts per million,0.033792
2013-1471,1103,7/28/2013,Parts per billion,9.477273,Parts per million,0.033792
2013-1472,1103,7/28/2013,Parts per billion,9.477273,Parts per million,0.033792
2013-1473,1103,7/28/2013,Parts per billion,9.477273,Parts per million,0.033792
2013-1474,1103,7/28/2013,Parts per billion,9.477273,Parts per million,0.033792
2013-1475,1103,7/28/2013,Parts per billion,9.477273,Parts per million,0.033792
2013-1476,1103,7/28/2013,Parts per billion,9.477273,Parts per million,0.033792
2013-1477,1103,7/29/2013,Parts per billion,16.927273,Parts per million,0.028958
2013-1478,1103,7/29/2013,Parts per billion,16.927273,Parts per million,0.028958
2013-1479,1103,7/29/2013,Parts per billion,16.927273,Parts per million,0.028958
2013-1480,1103,7/29/2013,Parts per billion,16.927273,Parts per million,0.028958
2013-1481,1103,7/29/2013,Parts per billion,16.927273,Parts per million,0.028958
2013-1482,1103,7/29/2013,Parts per billion,16.927273,Parts per million,0.028958
2013-1483,1103,7/29/2013,Parts per billion,16.927273,Parts per million,0.028958
2013-1484,1103,7/29/2013,Parts per billion,16.927273,Parts per million,0.028958
2013-1485,1103,7/30/2013,Parts per billion,11.614286,Parts per million,0.029818
2013-1486,1103,7/30/2013,Parts per billion,11.614286,Parts per million,0.029818
2013-1487,1103,7/30/2013,Parts per billion,11.614286,Parts per million,0.029818
2013-1488,1103,7/30/2013,Parts per billion,11.614286,Parts per million,0.029818
2013-1489,1103,7/30/2013,Parts per billion,11.614286,Parts per million,0.029818
2013-1490,1103,7/30/2013,Parts per billion,11.614286,Parts per million,0.029818
2013-1491,1103,7/30/2013,Parts per billion,11.614286,Parts per million,0.029818
2013-1492,1103,7/30/2013,Parts per billion,11.614286,Parts per million,0.029818
2013-1493,1103,7/31/2013,Parts per billion,10.469565,Parts per million,0.033542
2013-1494,1103,7/31/2013,Parts per billion,10.469565,Parts per million,0.033542
2013-1495,1103,7/31/2013,Parts per billion,10.469565,Parts per million,0.033542
2013-1496,1103,7/31/2013,Parts per billion,10.469565,Parts per million,0.033542
2013-1497,1103,7/31/2013,Parts per billion,10.469565,Parts per million,0.033542
2013-1498,1103,7/31/2013,Parts per billion,10.469565,Parts per million,0.033542
